,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,tilename,username,cored,diffuse,CAA,10xfields,coords,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
6221,6221,6221,6221,6221,2981,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_6_34_33.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/6/34.jpg,[1280 1280  256  256],None (label),1,0,0,0,0,0
6222,6222,6222,6222,6222,1034,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_15_7_7.jpg,NA (prediction),0.78590435,0.93305844,0.0055471836,17-3_UTSW_temporal_6E10/0/15/7.jpg,"[0, 137, 256, 256]",UG1,0,1,0,0,0,0
6223,6223,6223,6223,6223,3074,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_21_37_8.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/21/37.jpg,[494   0 256 256],None (label),1,0,0,0,0,0
6224,6224,6224,6224,6224,5356,cw18-48/cw18-48_28_29_30.jpg,NA (prediction),0.078191176,0.012374965,0.97425324,cw18-48/0/28/29.jpg,"[375, 536, 256, 256]",consensus_of_2,0,0,0,1,0,0
6225,6225,6225,6225,6225,3278,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_17_17_30.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/17/17.jpg,[1187  322  256  256],None (label),0,1,0,0,0,0
6226,6226,6226,6226,6226,2135,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_4_16_7.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/4/16.jpg,[226  96 256 256],None (label),0,1,0,0,0,0
6227,6227,6227,6227,6227,3023,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_21_56.jpg,NA (prediction),0.9706014999999999,0.95024747,8.69029e-06,NA23UCDtemporalgyri _4G8/0/7/21.jpg,"[599, 1146, 256, 256]",consensus_of_2,1,1,0,0,0,0
6228,6228,6228,6228,6228,935,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_3_18_35.jpg,NA (prediction),0.59115446,0.73093337,0.002137243,NA37UCDtemporalgyri _4G8/0/3/18.jpg,"[1280, 59, 256, 256]",UG1,0,1,0,0,0,0
6229,6229,6229,6229,6229,2854,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_16_44.jpg,NA (prediction),0.0044632579999999995,0.9857302,0.99764985,NA27UCDtemporalgyri _4G8/0/18/16.jpg,"[747, 1248, 256, 256]",UG1,0,0,0,1,0,0
6230,6230,6230,6230,6230,134,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_19_22_2.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/19/22.jpg,[130   0 256 256],None (label),0,0,1,0,0,0
6231,6231,6231,6231,6231,316,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_14_25_5.jpg,NA (prediction),0.9896185,0.8582839,0.0011983584,40-3_UTSW_temporal_6E10/0/14/25.jpg,"[717, 0, 256, 256]",UG1,1,0,0,0,0,0
6232,6232,6232,6232,6232,1289,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_9_48.jpg,NA (prediction),0.9690525,0.9415406999999999,8.424792999999999e-05,NA28UCDtemporalgyri _4G8/0/14/9.jpg,"[206, 878, 256, 256]",UG1,0,1,0,0,0,0
6233,6233,6233,6233,6233,6103,cw13-0/cw13-0_20_17_17.jpg,NA (prediction),0.013254316499999998,0.43722683,0.30832458,cw13-0/0/20/17.jpg,"[383, 20, 256, 256]",consensus_of_2,0,0,0,1,0,0
6234,6234,6234,6234,6234,5464,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_21_32.jpg,NA (prediction),0.31827137,0.94973505,0.0002863079,8-3_UTSW_temporal_6E10/0/6/21.jpg,"[0, 969, 256, 256]",consensus_of_2,0,1,0,0,0,0
6235,6235,6235,6235,6235,2559,phase1/blobs/cw17-41/cw17-41_11_2_30.jpg,consensus_of_2,0.0,0.0,3.0,phase1/10x_tiles/cw17-41/0/11/2.jpg,[  38 1280  256  256],None (label),1,0,0,0,1,0
6236,6236,6236,6236,6236,62,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_12_21_11.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/12/21.jpg,[1196  121  256  256],None (label),0,0,1,0,0,0
6237,6237,6237,6237,6237,6426,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_18_47.jpg,NA (prediction),0.0010006784,0.38208482,0.96362376,NA28UCDtemporalgyri _4G8/0/28/18.jpg,"[987, 875, 256, 256]",consensus_of_2,0,1,0,0,0,0
6238,6238,6238,6238,6238,1358,phase1/blobs/cw15-31/cw15-31_28_16_11.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/cw15-31/0/28/16.jpg,[650 563 256 256],None (label),1,0,0,0,0,0
6239,6239,6239,6239,6239,3253,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_17_17_2.jpg,NA (prediction),0.85359913,0.9963281999999999,5.9778313e-06,8-3_UTSW_temporal_6E10/0/17/17.jpg,"[0, 627, 256, 256]",consensus_of_2,0,1,0,0,0,0
6240,6240,6240,6240,6240,3122,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_11_17_11.jpg,NA (prediction),0.9998611,0.80542594,7.4215103e-07,40-3_UTSW_temporal_6E10/0/11/17.jpg,"[920, 349, 256, 256]",consensus_of_2,1,0,0,0,0,0
6241,6241,6241,6241,6241,2447,cw13-0/cw13-0_12_11_44.jpg,NA (prediction),0.008648211999999999,0.014695696999999999,0.7070499,cw13-0/0/12/11.jpg,"[903, 1115, 256, 256]",UG1,0,0,0,1,0,0
6242,6242,6242,6242,6242,2467,phase1/blobs/cw17-3/cw17-3_19_15_9.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/19/15.jpg,[136 175 256 256],None (label),0,0,1,0,0,0
6243,6243,6243,6243,6243,679,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_5_22_1.jpg,consensus_of_2,3.0,1.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/5/22.jpg,[960 666 256 256],None (label),1,0,0,0,0,0
6244,6244,6244,6244,6244,6416,cw16-36/cw16-36_3_28_2.jpg,NA (prediction),3.6523964999999995e-05,0.003770175,0.91006786,cw16-36/0/3/28.jpg,"[115, 885, 256, 256]",consensus_of_2,0,0,0,1,0,0
6245,6245,6245,6245,6245,741,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_20_28_7.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/20/28.jpg,[979 219 256 256],None (label),0,1,0,0,0,0
6246,6246,6246,6246,6246,1272,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_19_1_15.jpg,NA (prediction),0.48618585,0.9679965,0.0066255885,17-3_UTSW_temporal_6E10/0/19/1.jpg,"[486, 522, 256, 256]",UG1,0,1,0,0,0,0
6247,6247,6247,6247,6247,3465,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_4_10_14.jpg,NA (prediction),0.9986174000000001,0.607695,7.552599000000001e-05,17-3_UTSW_temporal_6E10/0/4/10.jpg,"[1280, 642, 256, 256]",consensus_of_2,1,1,0,0,0,0
6248,6248,6248,6248,6248,3641,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_10_3_1.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/10/3.jpg,[672   0 256 256],None (label),0,1,0,0,0,0
6249,6249,6249,6249,6249,444,phase1/blobs/NA26UCDtemporalgyri _4G8/NA26UCDtemporalgyri _4G8_11_24_10.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/NA26UCDtemporalgyri _4G8/0/11/24.jpg,[1261  403  256  256],None (label),1,0,0,0,0,0
6250,6250,6250,6250,6250,4550,cw18-48/cw18-48_25_31_24.jpg,NA (prediction),0.9962984,0.6853210999999999,0.008226303,cw18-48/0/25/31.jpg,"[591, 606, 256, 256]",consensus_of_2,0,0,0,1,0,0
6251,6251,6251,6251,6251,3258,phase1/blobs/14-3_UTSW_temporal_6E10/14-3_UTSW_temporal_6E10_14_23_6.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/14-3_UTSW_temporal_6E10/0/14/23.jpg,[756 713 256 256],None (label),0,1,0,0,0,0
6252,6252,6252,6252,6252,628,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_27_1.jpg,NA (prediction),0.9992859000000001,0.0023217418,1.1944642e-06,NA23UCDtemporalgyri _4G8/0/8/27.jpg,"[1224, 71, 256, 256]",UG1,1,0,0,0,0,0
6253,6253,6253,6253,6253,1873,phase1/blobs/cw18-18/cw18-18_5_11_13.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/cw18-18/0/5/11.jpg,[ 845 1280  256  256],None (label),0,1,0,0,0,0
6254,6254,6254,6254,6254,5979,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_10_22_20.jpg,NA (prediction),7.0271024e-05,0.35012978,0.97243047,NA23UCDtemporalgyri _4G8/0/10/22.jpg,"[206, 674, 256, 256]",consensus_of_2,0,0,1,0,0,0
6255,6255,6255,6255,6255,2596,phase1/blobs/cw18-2/cw18-2_4_2_53.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw18-2/0/4/2.jpg,[1280 1238  256  256],None (label),0,0,0,0,1,1
6256,6256,6256,6256,6256,1717,phase1/blobs/cw18-33/cw18-33_9_9_2.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw18-33/0/9/9.jpg,[819 159 256 256],None (label),0,1,0,0,0,0
6257,6257,6257,6257,6257,2912,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_12_23_24.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/12/23.jpg,[1280 1177  256  256],None (label),1,0,0,0,0,0
6258,6258,6258,6258,6258,2843,phase1/blobs/cw17-3/cw17-3_23_27_8.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/cw17-3/0/23/27.jpg,[135 418 256 256],None (label),0,0,1,0,0,0
6259,6259,6259,6259,6259,4027,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_23_8_46.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/23/8.jpg,[  69 1238  256  256],None (label),0,0,1,0,0,0
6260,6260,6260,6260,6260,1453,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_9_4.jpg,NA (prediction),0.94015527,0.12671383,1.5034547e-06,NA15UCDtemporalgyri _4G8/0/21/9.jpg,"[188, 298, 256, 256]",UG1,1,0,0,0,0,0
6261,6261,6261,6261,6261,5043,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_14_33_5.jpg,NA (prediction),8.903991e-05,0.32634762,0.9998379999999999,NA23UCDtemporalgyri _4G8/0/14/33.jpg,"[74, 576, 256, 256]",consensus_of_2,0,0,1,0,0,0
6262,6262,6262,6262,6262,450,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_3_16.jpg,NA (prediction),0.9656799,0.99216133,6.8934234e-05,NA37UCDtemporalgyri _4G8/0/6/3.jpg,"[965, 664, 256, 256]",UG1,0,1,0,0,0,0
6263,6263,6263,6263,6263,2556,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_26.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[343 535 256 256],None (label),0,1,0,0,0,0
6264,6264,6264,6264,6264,489,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_70.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/7/23.jpg,[ 633 1280  256  256],None (label),0,1,0,0,0,0
6265,6265,6265,6265,6265,493,phase1/blobs/NA42UCDtemporalgyri _4G8/NA42UCDtemporalgyri _4G8_10_12_27.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/NA42UCDtemporalgyri _4G8/0/10/12.jpg,[ 80 990 256 256],None (label),0,1,0,0,0,0
6266,6266,6266,6266,6266,690,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_6_38_41.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/6/38.jpg,[ 160 1186  256  256],None (label),1,0,0,0,0,0
6267,6267,6267,6267,6267,3133,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_5_25_1.jpg,NA (prediction),0.999984,0.99090636,1.2621772e-06,NA37UCDtemporalgyri _4G8/0/5/25.jpg,"[1270, 0, 256, 256]",consensus_of_2,1,0,0,0,0,0
6268,6268,6268,6268,6268,3821,phase1/blobs/cw17-3/cw17-3_11_4_18.jpg,consensus_of_2,0.0,4.0,4.0,phase1/10x_tiles/cw17-3/0/11/4.jpg,[   8 1280  256  256],None (label),0,1,0,0,0,0
6269,6269,6269,6269,6269,602,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_4_6_4.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/4/6.jpg,[115   7 256 256],None (label),0,1,0,0,0,0
6270,6270,6270,6270,6270,1911,phase1/blobs/cw18-18/cw18-18_26_9_1.jpg,UG1,0.0,1.0,0.0,phase1/10x_tiles/cw18-18/0/26/9.jpg,[451   0 256 256],None (label),0,1,0,0,0,0
6271,6271,6271,6271,6271,1014,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_22_12_6.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/22/12.jpg,[ 28 141 256 256],None (label),0,1,0,0,0,0
6272,6272,6272,6272,6272,2805,cw13-0/cw13-0_17_20_12.jpg,NA (prediction),0.02584895,0.0007411120500000001,0.98807317,cw13-0/0/17/20.jpg,"[1165, 131, 256, 256]",UG1,0,0,0,1,0,0
6273,6273,6273,6273,6273,1993,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_18_33_22.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/18/33.jpg,[1045  896  256  256],None (label),1,0,0,0,0,0
6274,6274,6274,6274,6274,2377,cw13-0/cw13-0_4_25_7.jpg,NA (prediction),0.0014457377,0.0025731092,0.9594018,cw13-0/0/4/25.jpg,"[124, 985, 256, 256]",UG1,0,0,0,1,0,0
6275,6275,6275,6275,6275,3757,phase1/blobs/NA21UCDtemporalgyri _4G8/NA21UCDtemporalgyri _4G8_7_1_20.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA21UCDtemporalgyri _4G8/0/7/1.jpg,[844 659 256 256],None (label),0,1,0,0,0,0
6276,6276,6276,6276,6276,2366,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_14_37_13.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/14/37.jpg,[1177  123  256  256],None (label),0,1,0,0,0,0
6277,6277,6277,6277,6277,1248,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_9_18_15.jpg,NA (prediction),0.91014886,0.61265486,0.00014937109,NA27UCDtemporalgyri _4G8/0/9/18.jpg,"[1184, 1280, 256, 256]",UG1,0,1,0,0,0,0
6278,6278,6278,6278,6278,335,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_21_86.jpg,NA (prediction),0.54125625,0.84596735,2.9548524000000002e-05,NA28UCDtemporalgyri _4G8/0/12/21.jpg,"[241, 646, 256, 256]",UG1,0,0,0,0,0,0
6279,6279,6279,6279,6279,5936,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_14_32_4.jpg,NA (prediction),0.24316317,0.02709741,0.97085583,NA23UCDtemporalgyri _4G8/0/14/32.jpg,"[1091, 151, 256, 256]",consensus_of_2,0,0,1,0,0,0
6280,6280,6280,6280,6280,3752,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_14_11_30.jpg,NA (prediction),0.1821728,0.99999344,1.0992259e-05,17-3_UTSW_temporal_6E10/0/14/11.jpg,"[207, 541, 256, 256]",consensus_of_2,1,1,0,0,0,0
6281,6281,6281,6281,6281,1361,phase1/blobs/NA6UCDtemporalgyri _4G8/NA6UCDtemporalgyri _4G8_12_23_13.jpg,UG1,0.0,1.0,1.0,phase1/10x_tiles/NA6UCDtemporalgyri _4G8/0/12/23.jpg,[513 529 256 256],None (label),1,0,0,0,0,0
6282,6282,6282,6282,6282,3390,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_29_21_27.jpg,NA (prediction),0.8221440999999999,0.16058667,0.044228565,NA28UCDtemporalgyri _4G8/0/29/21.jpg,"[0, 540, 256, 256]",consensus_of_2,0,1,0,0,0,0
6283,6283,6283,6283,6283,1526,phase1/blobs/14-3_UTSW_temporal_6E10/14-3_UTSW_temporal_6E10_14_27_2.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/14-3_UTSW_temporal_6E10/0/14/27.jpg,[904   2 256 256],None (label),0,1,0,0,0,0
6284,6284,6284,6284,6284,1327,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_0_15_29.jpg,consensus_of_2,0.0,4.0,4.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/0/15.jpg,[208 957 256 256],None (label),0,1,1,0,1,0
6285,6285,6285,6285,6285,2724,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_10_12_5.jpg,NA (prediction),0.0006921025299999999,0.12682217,0.9105556,NA15UCDtemporalgyri _4G8/0/10/12.jpg,"[1073, 1232, 256, 256]",UG1,0,1,0,0,0,0
6286,6286,6286,6286,6286,4453,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_12_33_23.jpg,NA (prediction),0.09758943,0.9999994000000001,1.7074367e-06,8-3_UTSW_temporal_6E10/0/12/33.jpg,"[317, 746, 256, 256]",consensus_of_2,0,1,0,0,0,0
6287,6287,6287,6287,6287,1551,phase1/blobs/cw17-41/cw17-41_0_19_25.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/cw17-41/0/0/19.jpg,[1127  387  256  256],None (label),1,0,0,0,0,0
6288,6288,6288,6288,6288,2938,cw13-0/cw13-0_19_17_12.jpg,NA (prediction),1.6939595e-05,0.00013067943000000002,0.9999927,cw13-0/0/19/17.jpg,"[1280, 525, 256, 256]",UG1,0,0,0,1,0,0
6289,6289,6289,6289,6289,6150,cw15-12/cw15-12_27_38_37.jpg,NA (prediction),0.0062800776,0.0005460937400000001,0.41428605,cw15-12/0/27/38.jpg,"[1125, 1267, 256, 256]",consensus_of_2,0,0,0,1,0,0
6290,6290,6290,6290,6290,1337,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_23_8_46.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/23/8.jpg,[  69 1238  256  256],None (label),0,0,1,0,0,0
6291,6291,6291,6291,6291,3901,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_26.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[343 535 256 256],None (label),0,0,1,0,0,0
6292,6292,6292,6292,6292,3010,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_12_11_6.jpg,UG1,1.0,0.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/12/11.jpg,[410 190 256 256],None (label),1,0,0,0,0,0
6293,6293,6293,6293,6293,1006,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_22_16.jpg,NA (prediction),0.5833285,0.99915624,0.0041574994,NA37UCDtemporalgyri _4G8/0/14/22.jpg,"[231, 1280, 256, 256]",UG1,1,1,0,0,0,0
6294,6294,6294,6294,6294,5250,cw16-36/cw16-36_16_39_2.jpg,NA (prediction),0.0017682726000000004,0.00071203435,0.99343115,cw16-36/0/16/39.jpg,"[84, 77, 256, 256]",consensus_of_2,0,0,0,1,0,0
6295,6295,6295,6295,6295,2250,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_15_22_41.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/15/22.jpg,[ 24 501 256 256],None (label),0,1,0,0,0,0
6296,6296,6296,6296,6296,3238,40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_24_24.jpg,NA (prediction),0.97332674,0.99944454,2.0593784999999998e-05,40-3_UTSW_temporal_6E10/0/13/24.jpg,"[645, 396, 256, 256]",consensus_of_2,0,1,0,0,0,0
6297,6297,6297,6297,6297,1004,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_22_13.jpg,NA (prediction),0.89994085,0.99715257,0.015650459,NA37UCDtemporalgyri _4G8/0/14/22.jpg,"[118, 1280, 256, 256]",UG1,1,1,0,0,0,0
6298,6298,6298,6298,6298,2346,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_10_22_3.jpg,consensus_of_2,0.0,2.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/10/22.jpg,[ 485 1059  256  256],None (label),0,1,0,0,0,0
6299,6299,6299,6299,6299,6012,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_2_2.jpg,NA (prediction),0.051097427,0.0028927894,0.84386396,NA28UCDtemporalgyri _4G8/0/17/2.jpg,"[1280, 60, 256, 256]",consensus_of_2,0,1,0,0,0,0
6300,6300,6300,6300,6300,1450,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_21_26_8.jpg,NA (prediction),0.92685086,0.11127100000000001,8.109877e-05,NA28UCDtemporalgyri _4G8/0/21/26.jpg,"[1000, 585, 256, 256]",UG1,1,0,0,0,0,0
6301,6301,6301,6301,6301,5294,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_9_25_14.jpg,NA (prediction),0.0038502428,0.8378384,0.21995208,NA28UCDtemporalgyri _4G8/0/9/25.jpg,"[168, 129, 256, 256]",consensus_of_2,0,1,0,0,0,0
6302,6302,6302,6302,6302,2784,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_21_14_2.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/21/14.jpg,[1020    0  256  256],None (label),0,0,1,0,0,0
6303,6303,6303,6303,6303,1659,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_27_88.jpg,NA (prediction),0.94455904,0.86350584,0.00011303511999999999,NA28UCDtemporalgyri _4G8/0/12/27.jpg,"[1195, 664, 256, 256]",UG1,1,0,0,0,0,0
6304,6304,6304,6304,6304,1084,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_24_17.jpg,NA (prediction),0.99675745,0.022750799999999998,0.0025753274,NA28UCDtemporalgyri _4G8/0/11/24.jpg,"[48, 362, 256, 256]",UG1,1,0,0,0,0,0
6305,6305,6305,6305,6305,1131,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_14_23_43.jpg,NA (prediction),0.99049115,0.011603321000000002,5.102628e-07,NA23UCDtemporalgyri _4G8/0/14/23.jpg,"[218, 1199, 256, 256]",UG1,1,0,0,0,0,0
6306,6306,6306,6306,6306,1520,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_20_46.jpg,NA (prediction),0.99984586,0.24521767,1.2221732999999999e-05,NA28UCDtemporalgyri _4G8/0/28/20.jpg,"[1026, 432, 256, 256]",UG1,0,0,0,0,0,0
6307,6307,6307,6307,6307,1564,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_3_76.jpg,NA (prediction),0.99886334,0.06592075,4.3354719999999995e-06,NA28UCDtemporalgyri _4G8/0/14/3.jpg,"[200, 1280, 256, 256]",UG1,1,0,0,0,0,0
6308,6308,6308,6308,6308,3395,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_16_25.jpg,NA (prediction),0.027539484,0.9542973,0.182498,NA28UCDtemporalgyri _4G8/0/18/16.jpg,"[400, 431, 256, 256]",consensus_of_2,1,1,0,0,0,0
6309,6309,6309,6309,6309,150,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_22_32_14.jpg,UG1,0.0,0.0,1.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/22/32.jpg,[797 282 256 256],None (label),0,0,1,0,0,0
6310,6310,6310,6310,6310,2804,phase1/blobs/NA49UCDtemporalgyri _4G8/NA49UCDtemporalgyri _4G8_12_21_32.jpg,UG1,0.0,1.0,1.0,phase1/10x_tiles/NA49UCDtemporalgyri _4G8/0/12/21.jpg,[1184  568  256  256],None (label),0,1,0,0,0,0
6311,6311,6311,6311,6311,2496,NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_19_21_48.jpg,NA (prediction),0.0009619197,0.98957205,0.9966627,NA27UCDtemporalgyri _4G8/0/19/21.jpg,"[425, 403, 256, 256]",UG1,0,0,0,1,0,0
6312,6312,6312,6312,6312,2086,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_20_28_7.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/20/28.jpg,[979 219 256 256],None (label),0,1,0,0,0,0
6313,6313,6313,6313,6313,3751,phase1/blobs/44-3_UTSW_temporal_6E10/44-3_UTSW_temporal_6E10_2_18_5.jpg,consensus_of_2,0.0,4.0,0.0,phase1/10x_tiles/44-3_UTSW_temporal_6E10/0/2/18.jpg,[1057 1280  256  256],None (label),0,1,0,0,0,0
6314,6314,6314,6314,6314,1577,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_11_9.jpg,NA (prediction),0.99644285,0.05911563,9.2651084e-05,17-3_UTSW_temporal_6E10/0/3/11.jpg,"[114, 1075, 256, 256]",UG1,0,1,0,0,0,0
6315,6315,6315,6315,6315,2259,phase1/blobs/NA19UCDtemporalgyri _4G8/NA19UCDtemporalgyri _4G8_19_12_11.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/NA19UCDtemporalgyri _4G8/0/19/12.jpg,[561 257 256 256],None (label),0,1,0,0,0,0
