,tilename,username,cored,diffuse,CAA,10xfields,coords,rot,prediction_model,cored annotation,diffuse annotation,CAA annotation,negative annotation,flag annotation,notsure annotation
4742,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_28_13_26.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/28/13.jpg,[343 535 256 256],270,None (label),0,0,0,0,0,1
4743,phase1/blobs/cw15-29/cw15-29_3_37_3.jpg,NA (prediction),0.0006432229,0.038335703,0.9055457,phase1/10x_tiles/cw15-29/0/3/37.jpg,[559 0 256 256],0,consensus_of_2,0,0,0,1,0,0
4744,phase1/blobs/cw17-11/cw17-11_9_34_23.jpg,consensus_of_2,3.0,4.0,0.0,phase1/10x_tiles/cw17-11/0/9/34.jpg,[1066  470  256  256],270,None (label),0,1,0,0,1,0
4745,phase1/blobs/cw18-33/cw18-33_9_18_25.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/cw18-33/0/9/18.jpg,[ 13 727 256 256],90,None (label),0,1,0,0,0,0
4746,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_12_16_10.jpg,NA (prediction),0.0005612470599999999,0.99993885,1.9505618e-05,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/12/16.jpg,[896 958 256 256],0,NP4,0,1,0,0,0,0
4747,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_14_15_0.jpg,NA (prediction),0.0043759746000000006,0.28499633,0.99621034,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/14/15.jpg,[1280 865 256 256],0,consensus_of_2,0,0,1,0,1,0
4748,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_7_22_0.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/7/22.jpg,[123   0 256 256],180,None (label),0,0,1,0,1,0
4749,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_18_1.jpg,NA (prediction),0.055031955,0.66156155,0.2572427,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/12/18.jpg,[1017 230 256 256],0,NP4,0,0,0,1,0,0
4750,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_9_21.jpg,NA (prediction),0.00018437994,0.91438127,0.8752513000000001,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/14/9.jpg,[603 336 256 256],0,consensus_of_2,0,0,0,1,0,0
4751,phase1/blobs/cw17-3/cw17-3_11_43_13.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/cw17-3/0/11/43.jpg,[ 407 1200  256  256],180,None (label),0,0,1,0,1,0
4752,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_13_26.jpg,NA (prediction),1.0,0.031070292000000006,2.969424200000001e-10,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/8/13.jpg,[646 879 256 256],0,consensus_of_2,1,0,0,0,0,0
4753,phase1/blobs/cw18-18/cw18-18_16_33_28.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/cw18-18/0/16/33.jpg,[780 561 256 256],90,None (label),0,1,0,0,0,0
4754,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_13_2_31.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/13/2.jpg,[615 724 256 256],0,None (label),0,1,0,0,0,0
4755,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_7_26_8.jpg,NA (prediction),0.9718223,0.9857103000000002,9.848877e-05,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/7/26.jpg,[268 212 256 256],0,consensus_of_2,0,1,0,0,0,0
4756,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_25_7.jpg,NA (prediction),0.99974006,0.50089186,1.4709129e-05,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/18/25.jpg,[0 83 256 256],0,consensus_of_2,1,0,0,0,0,0
4757,phase1/blobs/cw15-31/cw15-31_11_27_12.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/cw15-31/0/11/27.jpg,[  0 174 256 256],90,None (label),0,1,0,0,0,1
4758,phase1/blobs/cw17-11/cw17-11_18_31_32.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/cw17-11/0/18/31.jpg,[ 177 1108  256  256],90,None (label),1,0,0,0,1,0
4759,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_13_17_47.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/13/17.jpg,[1280 1280  256  256],180,None (label),0,1,0,0,0,0
4760,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_16_19_17.jpg,NA (prediction),0.33930920000000003,0.99782985,3.2625638e-05,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/16/19.jpg,[500 463 256 256],0,consensus_of_2,0,1,0,0,0,0
4761,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_10_12_46.jpg,NA (prediction),0.5484871,0.99709237,0.0023968448,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/10/12.jpg,[311 1231 256 256],0,consensus_of_2,0,1,0,0,1,0
4762,phase1/blobs/cw13-0/cw13-0_19_18_12.jpg,NA (prediction),0.009323058,0.010244192,0.5459724,phase1/10x_tiles/cw13-0/0/19/18.jpg,[688 96 256 256],0,consensus_of_2,0,0,0,1,0,0
4763,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_29_4.jpg,NA (prediction),0.99625444,0.9843829,6.130454000000001e-11,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/12/29.jpg,[911 1227 256 256],0,NP4,0,1,0,0,1,0
4764,phase1/blobs/cw13-0/cw13-0_1_27_14.jpg,NA (prediction),0.0007796413000000001,0.004459785,0.8980100000000001,phase1/10x_tiles/cw13-0/0/1/27.jpg,[0 316 256 256],0,NP4,0,0,0,1,0,0
4765,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_55.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/3/19.jpg,[316  92 256 256],90,None (label),0,1,0,0,1,0
4766,phase1/blobs/cw13-0/cw13-0_12_18_71.jpg,NA (prediction),0.0107933255,0.016400803000000002,0.47961652,phase1/10x_tiles/cw13-0/0/12/18.jpg,[720 920 256 256],0,NP4,0,0,0,1,0,0
4767,phase1/blobs/40-3_UTSW_temporal_6E10/40-3_UTSW_temporal_6E10_13_28_2.jpg,NA (prediction),0.968813,0.9829895,1.2026918e-06,phase1/10x_tiles/40-3_UTSW_temporal_6E10/0/13/28.jpg,[741 0 256 256],0,NP4,0,1,0,0,0,0
4768,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_15_33.jpg,NA (prediction),0.958554,0.7930175,9.7733555e-06,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/12/15.jpg,[658 770 256 256],0,consensus_of_2,0,1,0,0,0,0
4769,phase1/blobs/24-3_UTSW_temporal_6E10/24-3_UTSW_temporal_6E10_5_8_5.jpg,consensus_of_2,3.0,2.0,0.0,phase1/10x_tiles/24-3_UTSW_temporal_6E10/0/5/8.jpg,[259 205 256 256],270,None (label),0,1,0,0,0,0
4770,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_32_0.jpg,NA (prediction),0.9075343,0.9993931,1.9281188e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/13/32.jpg,[169 0 256 256],0,consensus_of_2,0,1,0,0,0,0
4771,phase1/blobs/cw18-48/cw18-48_27_34_18.jpg,NA (prediction),0.7131770000000001,0.31298852,0.05706525,phase1/10x_tiles/cw18-48/0/27/34.jpg,[0 110 256 256],0,consensus_of_2,0,0,0,1,0,0
4772,phase1/blobs/NA46UCDtemporalgyri _4G8/NA46UCDtemporalgyri _4G8_26_21_4.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA46UCDtemporalgyri _4G8/0/26/21.jpg,[  0 418 256 256],0,None (label),0,1,0,0,0,0
4773,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_19_31_28.jpg,NA (prediction),0.002170425,0.012422586,0.9681742,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/19/31.jpg,[998 881 256 256],0,consensus_of_2,0,0,0,1,0,0
4774,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_24_11_15.jpg,NA (prediction),0.014670243,4.1842733e-05,0.99861157,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/24/11.jpg,[534 415 256 256],0,consensus_of_2,0,0,0,0,0,1
4775,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_18_10_65.jpg,NA (prediction),0.13460629,0.999897,0.00043981106,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/18/10.jpg,[1079 1214 256 256],0,NP4,0,0,0,1,0,0
4776,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_19.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/8/25.jpg,[241 342 256 256],90,None (label),1,0,0,0,0,0
4777,phase1/blobs/cw17-32/cw17-32_25_8_9.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/25/8.jpg,[ 583 1274  256  256],90,None (label),1,0,0,0,0,0
4778,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_17_5_22.jpg,consensus_of_2,0.0,5.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/17/5.jpg,[638 259 256 256],270,None (label),0,1,0,0,1,0
4779,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_4_16_7.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/4/16.jpg,[226  96 256 256],0,None (label),0,1,0,0,0,0
4780,phase1/blobs/cw17-3/cw17-3_11_4_18.jpg,consensus_of_2,0.0,4.0,4.0,phase1/10x_tiles/cw17-3/0/11/4.jpg,[   8 1280  256  256],270,None (label),0,1,1,0,1,0
4781,phase1/blobs/cw15-29/cw15-29_12_27_1.jpg,NA (prediction),0.007494316,0.024922386,0.105182976,phase1/10x_tiles/cw15-29/0/12/27.jpg,[483 762 256 256],0,consensus_of_2,0,0,0,1,0,0
4782,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_19_33_24.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/19/33.jpg,[1232 1049  256  256],90,None (label),0,0,1,0,0,0
4783,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_7_19.jpg,NA (prediction),0.9999101,0.0072801947,2.9232958e-06,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/17/7.jpg,[555 805 256 256],0,consensus_of_2,0,1,0,0,1,0
4784,phase1/blobs/cw15-12/cw15-12_27_42_11.jpg,NA (prediction),0.0016334092999999998,0.0016602995,0.78856367,phase1/10x_tiles/cw15-12/0/27/42.jpg,[18 865 256 256],0,NP4,0,0,0,1,0,0
4785,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_15_13_12.jpg,NA (prediction),0.9980108,0.022097155,9.560944e-06,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/15/13.jpg,[880 402 256 256],0,NP4,0,1,0,0,0,0
4786,phase1/blobs/cw18-2/cw18-2_10_4_3.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw18-2/0/10/4.jpg,[116 230 256 256],90,None (label),0,1,0,0,0,0
4787,phase1/blobs/cw18-48/cw18-48_12_24_3.jpg,NA (prediction),0.90666854,0.72078925,3.6050642e-05,phase1/10x_tiles/cw18-48/0/12/24.jpg,[1129 1169 256 256],0,consensus_of_2,0,1,0,0,0,0
4788,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_22_11_68.jpg,NA (prediction),0.011613054,0.9991602,0.00013216845,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/22/11.jpg,[501 1143 256 256],0,consensus_of_2,0,0,0,1,0,0
4789,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_14_22_29.jpg,NP4,1.0,1.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/14/22.jpg,[1011  932  256  256],90,None (label),1,1,0,0,1,0
4790,phase1/blobs/cw15-29/cw15-29_11_29_5.jpg,NA (prediction),3.0650124e-05,5.6577297e-05,0.9999999,phase1/10x_tiles/cw15-29/0/11/29.jpg,[475 785 256 256],0,consensus_of_2,0,0,1,0,1,0
4791,phase1/blobs/cw17-3/cw17-3_12_32_33.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-3/0/12/32.jpg,[ 695 1280  256  256],0,None (label),0,0,1,0,1,0
4792,phase1/blobs/cw17-41/cw17-41_2_26_38.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/cw17-41/0/2/26.jpg,[1280 1200  256  256],270,None (label),0,1,0,0,0,0
4793,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_19_3_8.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/19/3.jpg,[544 181 256 256],270,None (label),0,1,0,0,1,0
4794,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_20_8_3.jpg,consensus_of_2,0.0,0.0,2.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/20/8.jpg,[  80 1280  256  256],0,None (label),0,0,0,0,0,1
4795,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_12_2_40.jpg,NA (prediction),0.9316375,0.9853549,9.226236e-05,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/12/2.jpg,[1213 1246 256 256],0,NP4,0,1,0,0,1,0
4796,phase1/blobs/NA22UCDtemporalgyri _4G8/NA22UCDtemporalgyri _4G8_28_21_4.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/NA22UCDtemporalgyri _4G8/0/28/21.jpg,[ 640 1215  256  256],270,None (label),1,0,0,0,0,1
4797,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_0_31_2.jpg,NA (prediction),0.0005349230000000001,0.00047266876,0.90203595,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/0/31.jpg,[413 245 256 256],0,NP4,0,0,0,1,0,0
4798,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_5_32_15.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/5/32.jpg,[   0 1012  256  256],90,None (label),0,1,0,0,0,0
4799,phase1/blobs/20-3_UTSW_temporal_6E10/20-3_UTSW_temporal_6E10_19_3_8.jpg,NP4,0.0,1.0,0.0,phase1/10x_tiles/20-3_UTSW_temporal_6E10/0/19/3.jpg,[544 181 256 256],90,None (label),0,1,0,0,1,0
4800,phase1/blobs/NA16UCDtemporalgyri _4G8/NA16UCDtemporalgyri _4G8_18_4_3.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA16UCDtemporalgyri _4G8/0/18/4.jpg,[468   0 256 256],0,None (label),1,0,0,0,0,0
4801,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_18_7_17.jpg,NA (prediction),0.00020244942,0.0015460182999999998,0.9997836,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/18/7.jpg,[11 1233 256 256],0,NP4,0,0,1,0,1,0
4802,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_29_69.jpg,NA (prediction),0.9958687,0.87496865,3.965957e-10,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/13/29.jpg,[294 603 256 256],0,NP4,0,1,0,0,1,0
4803,phase1/blobs/cw18-48/cw18-48_28_28_28.jpg,NA (prediction),0.008450240999999999,0.053036384000000006,0.99985886,phase1/10x_tiles/cw18-48/0/28/28.jpg,[1280 626 256 256],0,consensus_of_2,0,0,0,1,0,0
4804,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_13_17_3.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/13/17.jpg,[1124  172  256  256],0,None (label),1,0,0,0,0,0
4805,phase1/blobs/cw17-41/cw17-41_6_7_20.jpg,consensus_of_2,5.0,1.0,0.0,phase1/10x_tiles/cw17-41/0/6/7.jpg,[166 673 256 256],90,None (label),1,1,0,0,1,0
4806,phase1/blobs/NA45UCDtemporalgyri _4G8/NA45UCDtemporalgyri _4G8_27_27_24.jpg,consensus_of_2,0.0,0.0,4.0,phase1/10x_tiles/NA45UCDtemporalgyri _4G8/0/27/27.jpg,[ 43 729 256 256],270,None (label),0,0,1,0,0,0
4807,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_18_23_25.jpg,NA (prediction),0.18107009,0.99919933,1.7356286e-06,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/18/23.jpg,[32 503 256 256],0,consensus_of_2,0,1,0,0,0,0
4808,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_21_19_3.jpg,NA (prediction),0.025859946,0.97827953,0.0001346666,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/21/19.jpg,[301 762 256 256],0,NP4,0,1,0,0,0,0
4809,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_3_19_58.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/3/19.jpg,[1231  283  256  256],180,None (label),0,0,1,0,1,0
4810,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_10_34.jpg,NA (prediction),0.0022940126,0.99921536,1.7128274e-05,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/7/10.jpg,[454 840 256 256],0,NP4,0,1,0,0,1,0
4811,phase1/blobs/17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_10_15_12.jpg,NA (prediction),0.015568221,0.99995327,0.0034238964,phase1/10x_tiles/17-3_UTSW_temporal_6E10/0/10/15.jpg,[208 132 256 256],0,NP4,0,1,0,0,1,0
4812,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_26_39_24.jpg,NA (prediction),0.009208504,0.98397046,0.9875808,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/26/39.jpg,[849 881 256 256],0,NP4,0,1,0,0,0,1
4813,phase1/blobs/cw17-32/cw17-32_27_20_5.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/cw17-32/0/27/20.jpg,[983 205 256 256],90,None (label),1,0,0,0,0,0
4814,phase1/blobs/cw18-18/cw18-18_11_37_12.jpg,consensus_of_2,4.0,1.0,0.0,phase1/10x_tiles/cw18-18/0/11/37.jpg,[671 400 256 256],0,None (label),0,1,0,0,0,0
4815,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_28_47.jpg,NA (prediction),0.6604524,0.2818258,9.746946e-07,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/12/28.jpg,[17 1179 256 256],0,NP4,0,1,0,0,1,0
4816,phase1/blobs/NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_8_27_2.jpg,NA (prediction),0.9999999,0.009360885,6.9398216e-09,phase1/10x_tiles/NA23UCDtemporalgyri _4G8/0/8/27.jpg,[624 137 256 256],0,consensus_of_2,1,0,0,0,0,0
4817,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_9_35_2.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/9/35.jpg,[742 677 256 256],90,None (label),1,0,0,0,0,0
4818,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_14_22_70.jpg,NA (prediction),0.9977763,0.21833311,1.411312e-07,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/14/22.jpg,[714 0 256 256],0,NP4,0,1,0,0,1,0
4819,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_17_4_32.jpg,NA (prediction),0.0005583626000000001,0.00039658637,0.9913788,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/17/4.jpg,[1119 712 256 256],0,consensus_of_2,0,0,0,1,0,0
4820,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_9_21_11.jpg,NA (prediction),0.02177817,0.9999734,9.391152e-05,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/9/21.jpg,[591 55 256 256],0,consensus_of_2,0,1,0,0,0,0
4821,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_32_14.jpg,NA (prediction),0.99982965,0.12193968,5.048113e-07,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/15/32.jpg,[1171 934 256 256],0,consensus_of_2,0,1,0,0,0,0
4822,phase1/blobs/NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_16_9_2.jpg,NA (prediction),0.9996271,0.027249476,1.2769962e-05,phase1/10x_tiles/NA15UCDtemporalgyri _4G8/0/16/9.jpg,[519 0 256 256],0,NP4,1,0,0,0,0,0
4823,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_27_88.jpg,NA (prediction),0.9992859,0.9413872,0.00018152106,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/12/27.jpg,[1195 664 256 256],0,NP4,1,1,0,0,1,0
4824,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_13_29_38.jpg,NA (prediction),0.7982142,0.2870371,2.3447970000000003e-09,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/13/29.jpg,[263 296 256 256],0,NP4,0,1,0,0,1,0
4825,phase1/blobs/cw13-0/cw13-0_19_18_46.jpg,NA (prediction),0.0012602282,0.0005587056500000001,0.9863507,phase1/10x_tiles/cw13-0/0/19/18.jpg,[431 334 256 256],0,NP4,0,0,0,1,0,0
4826,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_20_9_38.jpg,NA (prediction),0.9998505,0.9654807,1.8558424e-07,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/20/9.jpg,[1035 765 256 256],0,consensus_of_2,1,1,0,0,1,0
4827,phase1/blobs/cw15-29/cw15-29_10_7_17.jpg,NA (prediction),0.0056982352,0.017811503,0.6069448000000001,phase1/10x_tiles/cw15-29/0/10/7.jpg,[632 911 256 256],0,NP4,0,0,0,1,0,0
4828,phase1/blobs/cw17-41/cw17-41_0_7_34.jpg,consensus_of_2,0.0,0.0,5.0,phase1/10x_tiles/cw17-41/0/0/7.jpg,[1266 1151  256  256],0,None (label),0,0,1,0,1,0
4829,phase1/blobs/14-3_UTSW_temporal_6E10/14-3_UTSW_temporal_6E10_6_14_35.jpg,consensus_of_2,0.0,3.0,0.0,phase1/10x_tiles/14-3_UTSW_temporal_6E10/0/6/14.jpg,[1054  976  256  256],180,None (label),0,1,0,0,1,0
4830,phase1/blobs/cw13-0/cw13-0_6_43_18.jpg,NA (prediction),0.0039362167,0.008772895,0.9304568,phase1/10x_tiles/cw13-0/0/6/43.jpg,[1127 1215 256 256],0,NP4,0,0,0,1,0,0
4831,phase1/blobs/8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_7_25_5.jpg,NA (prediction),0.00021420389,0.00232631,0.9999995,phase1/10x_tiles/8-3_UTSW_temporal_6E10/0/7/25.jpg,[807 59 256 256],0,consensus_of_2,0,0,1,0,1,0
4832,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_27_28_30.jpg,NA (prediction),0.5029418,0.9663068,2.8719052000000013e-05,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/27/28.jpg,[1213 997 256 256],0,consensus_of_2,0,1,0,0,0,0
4833,phase1/blobs/NA35UCDtemporalgyri _4G8/NA35UCDtemporalgyri _4G8_6_38_41.jpg,consensus_of_2,5.0,0.0,0.0,phase1/10x_tiles/NA35UCDtemporalgyri _4G8/0/6/38.jpg,[ 160 1186  256  256],270,None (label),1,0,0,0,0,0
4834,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_17_23_23.jpg,NA (prediction),1.0,0.0049585975,1.9396834e-12,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/17/23.jpg,[318 399 256 256],0,NP4,1,0,0,0,0,0
4835,phase1/blobs/NA27UCDtemporalgyri _4G8/NA27UCDtemporalgyri _4G8_24_19_40.jpg,NA (prediction),0.030098172000000006,0.97504336,0.9927719000000002,phase1/10x_tiles/NA27UCDtemporalgyri _4G8/0/24/19.jpg,[235 20 256 256],0,NP4,0,0,0,1,0,0
4836,phase1/blobs/cw15-29/cw15-29_15_28_16.jpg,NA (prediction),0.0010970592,0.116083525,0.94433635,phase1/10x_tiles/cw15-29/0/15/28.jpg,[954 1014 256 256],0,consensus_of_2,0,0,1,0,1,0
4837,phase1/blobs/47-3_UTSW_temporal_6E10/47-3_UTSW_temporal_6E10_19_33_8.jpg,consensus_of_2,4.0,0.0,0.0,phase1/10x_tiles/47-3_UTSW_temporal_6E10/0/19/33.jpg,[1280  250  256  256],0,None (label),1,0,0,0,0,0
4838,phase1/blobs/NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_8_49.jpg,NA (prediction),0.8260917,0.24016313,0.00010983601999999996,phase1/10x_tiles/NA37UCDtemporalgyri _4G8/0/6/8.jpg,[555 993 256 256],0,NP4,0,1,0,0,0,0
4839,phase1/blobs/25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_14_20_23.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/25-3_UTSW_temporal_6E10/0/14/20.jpg,[1199  212  256  256],270,None (label),0,1,0,0,0,0
4840,phase1/blobs/13-3_UTSW_temporal_6E10/13-3_UTSW_temporal_6E10_7_28_4.jpg,NP4,1.0,0.0,0.0,phase1/10x_tiles/13-3_UTSW_temporal_6E10/0/7/28.jpg,[1280  967  256  256],270,None (label),0,1,0,0,1,0
4841,phase1/blobs/NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_24_33_1.jpg,NA (prediction),0.0030846628000000004,0.90322554,0.8823124,phase1/10x_tiles/NA28UCDtemporalgyri _4G8/0/24/33.jpg,[1280 0 256 256],0,NP4,0,1,0,0,0,1
4842,phase1/blobs/cw18-10/cw18-10_17_24_16.jpg,consensus_of_2,2.0,3.0,0.0,phase1/10x_tiles/cw18-10/0/17/24.jpg,[  0 747 256 256],90,None (label),0,1,0,0,0,0
