,Unnamed: 0,username,timestamp,imagename,cored,diffuse,CAA,negative,flag,notsure
6809,6809,UG1,2019-03-06 21:01:52,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_65.jpg,0,1,0,0,0,0
6810,6810,UG1,2019-03-05 19:33:11,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_66.jpg,0,1,0,0,0,0
6811,6811,UG1,2019-02-04 21:06:25,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_68.jpg,0,1,0,0,0,0
6812,6812,UG1,2019-03-06 21:30:23,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_70.jpg,0,1,0,0,0,0
6813,6813,UG1,2019-03-06 21:15:10,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_72.jpg,0,1,0,0,0,0
6814,6814,UG1,2019-02-03 22:05:07,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_73.jpg,0,1,0,0,0,0
6815,6815,UG1,2019-01-30 19:07:45,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_74.jpg,0,1,0,0,0,0
6816,6816,UG1,2019-02-20 22:27:11,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_76.jpg,0,1,0,0,0,0
6817,6817,UG1,2019-02-19 21:07:30,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_77.jpg,0,1,0,0,0,0
6818,6818,UG1,2019-02-20 22:05:39,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_78.jpg,0,1,0,0,0,0
6819,6819,UG1,2019-02-19 20:48:37,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_79.jpg,0,1,0,0,0,0
6820,6820,UG1,2019-02-26 22:47:16,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_8.jpg,0,1,0,0,0,0
6821,6821,UG1,2019-03-06 21:00:34,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_80.jpg,0,1,0,0,0,0
6822,6822,UG1,2019-03-06 21:35:36,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_82.jpg,0,1,0,0,0,0
6823,6823,UG1,2019-02-03 22:00:23,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_86.jpg,0,1,0,0,0,0
6824,6824,UG1,2019-02-04 22:32:52,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_87.jpg,0,1,0,0,0,0
6825,6825,UG1,2019-02-27 17:48:34,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_89.jpg,0,1,0,0,0,0
6826,6826,UG1,2019-02-04 22:53:14,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_9.jpg,0,1,0,0,0,0
6827,6827,UG1,2019-02-27 17:32:15,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_90.jpg,1,0,0,0,0,0
6828,6828,UG1,2019-03-05 20:35:52,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_6_23_94.jpg,0,1,0,0,0,0
6829,6829,UG1,2019-03-06 20:37:37,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_0.jpg,0,1,0,0,0,0
6830,6830,UG1,2019-02-04 22:41:28,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_1.jpg,0,1,0,0,0,0
6831,6831,UG1,2019-03-06 21:08:42,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_10.jpg,0,1,0,0,0,0
6832,6832,UG1,2019-02-26 22:23:00,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_11.jpg,0,1,0,0,0,0
6833,6833,UG1,2019-03-05 20:44:53,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_12.jpg,0,1,0,0,0,0
6834,6834,UG1,2019-02-20 22:07:20,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_14.jpg,0,1,0,0,0,0
6835,6835,UG1,2019-01-30 20:21:42,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_15.jpg,0,1,0,0,0,0
6836,6836,UG1,2019-01-23 20:56:00,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_2.jpg,0,1,0,0,0,0
6837,6837,UG1,2019-02-20 20:52:54,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_20.jpg,0,1,0,0,0,0
6838,6838,UG1,2019-02-19 21:47:14,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_23.jpg,0,1,0,0,0,0
6839,6839,UG1,2019-02-20 22:17:06,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_24.jpg,0,1,0,0,0,0
6840,6840,UG1,2019-02-27 17:48:54,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_25.jpg,0,1,0,0,0,0
6841,6841,UG1,2019-03-06 21:27:18,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_28.jpg,0,1,0,0,0,0
6842,6842,UG1,2019-02-03 22:09:32,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_29.jpg,0,1,0,0,0,0
6843,6843,UG1,2019-02-19 21:00:09,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_31.jpg,0,1,0,0,0,0
6844,6844,UG1,2019-02-26 22:47:59,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_35.jpg,0,1,0,0,0,0
6845,6845,UG1,2019-02-20 20:51:06,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_36.jpg,0,1,0,0,0,0
6846,6846,UG1,2019-03-06 21:35:17,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_39.jpg,0,1,0,0,0,0
6847,6847,UG1,2019-02-20 22:11:01,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_40.jpg,0,1,0,0,0,0
6848,6848,UG1,2019-02-19 21:19:42,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_41.jpg,0,1,0,0,0,0
6849,6849,UG1,2019-02-03 21:57:00,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_42.jpg,0,1,0,0,0,0
6850,6850,UG1,2019-03-07 18:56:23,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_44.jpg,0,1,0,0,0,0
6851,6851,UG1,2019-02-19 21:08:33,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_45.jpg,0,1,0,0,0,0
6852,6852,UG1,2019-03-06 21:16:53,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_5.jpg,0,1,0,0,0,0
6853,6853,UG1,2019-02-03 21:55:05,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_6.jpg,0,1,0,0,0,0
6854,6854,UG1,2019-02-19 21:43:27,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_7.jpg,0,1,0,0,0,0
6855,6855,UG1,2019-03-06 21:04:34,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_14_8.jpg,0,1,0,0,0,0
6856,6856,UG1,2019-01-30 20:31:52,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_0.jpg,0,1,0,0,0,0
6857,6857,UG1,2019-02-19 21:07:06,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_10.jpg,0,1,0,0,0,0
6858,6858,UG1,2019-02-26 23:03:03,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_11.jpg,0,1,0,0,0,0
6859,6859,UG1,2019-02-20 20:32:34,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_12.jpg,0,1,0,0,0,0
6860,6860,UG1,2019-02-27 17:31:25,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_15.jpg,0,1,0,0,0,0
6861,6861,UG1,2019-03-07 19:04:18,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_16.jpg,0,1,0,0,0,0
6862,6862,UG1,2019-01-31 23:11:01,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_17.jpg,0,1,0,0,0,0
6863,6863,UG1,2019-03-07 18:44:30,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_19.jpg,0,1,0,0,0,0
6864,6864,UG1,2019-02-20 22:11:20,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_20.jpg,0,1,0,0,0,0
6865,6865,UG1,2019-03-05 20:02:20,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_21.jpg,0,1,0,0,0,0
6866,6866,UG1,2019-03-05 20:17:29,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_23.jpg,0,1,0,0,0,0
6867,6867,UG1,2019-02-19 21:57:39,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_24.jpg,0,1,0,0,0,0
6868,6868,UG1,2019-01-30 19:16:26,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_26.jpg,0,1,0,0,0,0
6869,6869,UG1,2019-02-04 21:04:27,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_29.jpg,0,1,0,0,0,0
6870,6870,UG1,2019-03-06 20:38:13,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_3.jpg,0,1,0,0,0,0
6871,6871,UG1,2019-03-06 21:10:10,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_30.jpg,0,1,0,0,0,0
6872,6872,UG1,2019-02-19 21:44:36,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_32.jpg,0,1,0,0,0,0
6873,6873,UG1,2019-02-20 20:46:53,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_33.jpg,0,1,0,0,0,0
6874,6874,UG1,2019-02-26 22:48:05,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_35.jpg,0,1,0,0,0,0
6875,6875,UG1,2019-02-04 21:05:31,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_37.jpg,0,1,0,0,0,0
6876,6876,UG1,2019-02-19 20:45:22,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_38.jpg,0,1,0,0,0,0
6877,6877,UG1,2019-02-20 22:30:37,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_39.jpg,0,1,0,0,0,0
6878,6878,UG1,2019-02-20 20:46:48,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_4.jpg,0,1,0,0,0,0
6879,6879,UG1,2019-03-05 20:45:17,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_40.jpg,0,1,0,0,0,0
6880,6880,UG1,2019-02-27 17:31:11,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_44.jpg,0,1,0,0,0,0
6881,6881,UG1,2019-02-19 21:55:24,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_45.jpg,0,1,0,0,0,0
6882,6882,UG1,2019-02-20 20:23:39,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_48.jpg,0,1,0,0,0,0
6883,6883,UG1,2019-02-27 17:35:25,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_5.jpg,0,1,0,0,0,0
6884,6884,UG1,2019-03-05 19:55:35,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_52.jpg,0,1,0,0,0,0
6885,6885,UG1,2019-01-31 23:16:03,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_58.jpg,0,1,0,0,0,0
6886,6886,UG1,2019-03-07 19:12:16,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_59.jpg,1,0,0,0,0,0
6887,6887,UG1,2019-03-05 19:28:04,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_6.jpg,0,1,0,0,0,0
6888,6888,UG1,2019-03-06 21:28:43,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_62.jpg,0,1,0,0,0,0
6889,6889,UG1,2019-03-06 20:50:22,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_64.jpg,0,1,0,0,0,0
6890,6890,UG1,2019-02-03 22:11:23,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_65.jpg,0,0,0,0,0,1
6891,6891,UG1,2019-01-31 23:20:20,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_68.jpg,0,1,0,0,0,0
6892,6892,UG1,2019-01-31 23:12:26,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_7.jpg,0,1,0,0,0,0
6893,6893,UG1,2019-02-26 22:38:52,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_70.jpg,0,1,0,0,0,0
6894,6894,UG1,2019-02-19 21:40:52,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_23_73.jpg,0,1,0,0,0,0
6895,6895,UG1,2019-03-07 18:38:21,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_10.jpg,0,1,0,0,0,0
6896,6896,UG1,2019-02-19 21:54:50,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_11.jpg,0,1,0,0,0,0
6897,6897,UG1,2019-03-06 21:34:20,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_12.jpg,0,1,0,0,0,0
6898,6898,UG1,2019-03-05 20:41:42,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_15.jpg,0,1,0,0,0,0
6899,6899,UG1,2019-02-27 17:54:48,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_16.jpg,0,1,0,0,0,0
6900,6900,UG1,2019-03-06 20:54:20,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_2.jpg,0,1,0,0,0,0
6901,6901,UG1,2019-01-23 20:58:06,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_23.jpg,0,1,0,0,0,0
6902,6902,UG1,2019-02-20 20:47:47,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_24.jpg,0,1,0,0,0,0
6903,6903,UG1,2019-03-06 20:59:27,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_25.jpg,0,1,0,0,0,0
6904,6904,UG1,2019-02-19 21:00:55,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_26.jpg,0,1,0,0,0,0
6905,6905,UG1,2019-03-07 18:48:10,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_28.jpg,0,1,0,0,0,0
6906,6906,UG1,2019-02-19 21:59:02,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_29.jpg,0,1,0,0,0,0
6907,6907,UG1,2019-02-20 20:37:45,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_3.jpg,0,1,0,0,0,0
6908,6908,UG1,2019-02-26 22:45:53,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_30.jpg,0,1,0,0,0,0
6909,6909,UG1,2019-03-05 20:12:06,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_31.jpg,0,1,0,0,0,0
6910,6910,UG1,2019-02-03 22:03:36,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_32.jpg,0,1,0,0,0,0
6911,6911,UG1,2019-03-05 20:19:04,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_35.jpg,0,1,0,0,0,0
6912,6912,UG1,2019-02-20 20:31:05,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_36.jpg,0,1,0,0,0,0
6913,6913,UG1,2019-01-30 20:31:54,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_38.jpg,0,1,0,0,0,0
6914,6914,UG1,2019-03-07 19:05:24,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_5.jpg,0,1,0,0,0,0
6915,6915,UG1,2019-02-19 21:08:58,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_6.jpg,0,1,0,0,0,0
6916,6916,UG1,2019-03-05 20:38:25,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_7_7_8.jpg,0,1,0,0,0,0
6917,6917,UG1,2019-02-19 21:52:15,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_0.jpg,0,1,0,0,0,0
6918,6918,UG1,2019-02-20 20:20:33,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_1.jpg,0,1,0,0,0,0
6919,6919,UG1,2019-01-23 20:49:54,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_13.jpg,0,1,0,0,0,0
6920,6920,UG1,2019-03-05 20:34:28,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_14.jpg,0,1,0,0,0,0
6921,6921,UG1,2019-02-19 20:40:52,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_16.jpg,0,1,0,0,0,0
6922,6922,UG1,2019-03-06 21:06:09,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_18.jpg,0,1,0,0,0,0
6923,6923,UG1,2019-02-20 22:22:45,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_19.jpg,0,1,0,0,0,0
6924,6924,UG1,2019-02-04 21:05:35,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_2.jpg,0,1,0,0,0,0
6925,6925,UG1,2019-03-06 21:27:10,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_20.jpg,0,1,0,0,0,0
6926,6926,UG1,2019-01-31 23:13:27,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_21.jpg,0,1,0,0,0,0
6927,6927,UG1,2019-02-20 20:46:47,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_22.jpg,0,1,0,0,0,0
6928,6928,UG1,2019-02-27 17:39:21,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_24.jpg,0,1,0,0,0,0
6929,6929,UG1,2019-02-19 21:04:04,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_26.jpg,0,1,0,0,0,0
6930,6930,UG1,2019-03-05 20:03:52,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_28.jpg,0,1,0,0,0,0
6931,6931,UG1,2019-03-06 20:54:50,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_29.jpg,0,1,0,0,0,0
6932,6932,UG1,2019-02-19 21:23:15,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_3.jpg,0,0,0,0,0,1
6933,6933,UG1,2019-02-20 22:15:57,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_30.jpg,0,1,0,0,0,0
6934,6934,UG1,2019-02-20 22:00:30,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_31.jpg,0,1,0,0,0,0
6935,6935,UG1,2019-02-20 22:13:33,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_33.jpg,0,1,0,0,0,0
6936,6936,UG1,2019-02-19 20:46:15,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_34.jpg,0,1,0,0,0,0
6937,6937,UG1,2019-03-05 19:28:38,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_36.jpg,0,1,0,0,0,0
6938,6938,UG1,2019-02-04 22:33:47,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_39.jpg,0,0,0,0,0,1
6939,6939,UG1,2019-02-03 22:03:24,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_40.jpg,0,1,0,0,0,0
6940,6940,UG1,2019-03-05 19:55:32,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_41.jpg,0,1,0,0,0,0
6941,6941,UG1,2019-03-05 19:12:28,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_42.jpg,0,1,0,0,0,0
6942,6942,UG1,2019-03-05 20:34:08,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_48.jpg,0,1,0,0,0,0
6943,6943,UG1,2019-02-20 20:43:22,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_53.jpg,0,1,0,0,0,0
6944,6944,UG1,2019-02-26 22:32:45,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_54.jpg,0,1,0,0,0,0
6945,6945,UG1,2019-02-19 20:39:10,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_55.jpg,0,1,0,0,0,0
6946,6946,UG1,2019-02-20 20:45:53,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_57.jpg,0,1,0,0,0,0
6947,6947,UG1,2019-02-27 17:32:09,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_58.jpg,0,1,0,0,0,0
6948,6948,UG1,2019-02-26 22:29:00,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_59.jpg,0,1,0,0,0,0
6949,6949,UG1,2019-03-07 18:55:46,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_6.jpg,0,1,0,0,0,0
6950,6950,UG1,2019-02-26 22:32:51,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_60.jpg,0,1,0,0,0,0
6951,6951,UG1,2019-02-19 21:59:26,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_61.jpg,0,1,0,0,0,0
6952,6952,UG1,2019-02-19 21:12:11,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_63.jpg,0,1,0,0,0,0
6953,6953,UG1,2019-02-27 17:39:38,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_64.jpg,0,1,0,0,0,0
6954,6954,UG1,2019-03-05 20:15:40,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_65.jpg,0,1,0,0,0,0
6955,6955,UG1,2019-02-26 22:38:22,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_66.jpg,0,1,0,0,0,0
6956,6956,UG1,2019-03-06 20:48:11,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_67.jpg,0,1,0,0,0,0
6957,6957,UG1,2019-02-04 22:29:29,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_68.jpg,0,1,0,0,0,0
6958,6958,UG1,2019-02-19 20:42:03,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_71.jpg,0,1,0,0,0,0
6959,6959,UG1,2019-02-20 22:00:38,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_72.jpg,0,1,0,0,0,0
6960,6960,UG1,2019-02-19 20:51:58,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_74.jpg,1,0,0,0,0,0
6961,6961,UG1,2019-02-04 22:52:42,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_75.jpg,1,0,0,0,0,0
6962,6962,UG1,2019-02-27 17:40:15,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_76.jpg,0,1,0,0,0,0
6963,6963,UG1,2019-03-06 20:40:47,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_78.jpg,0,1,0,0,0,0
6964,6964,UG1,2019-03-07 18:47:28,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_79.jpg,0,1,0,0,0,0
6965,6965,UG1,2019-02-26 22:29:41,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_8.jpg,0,1,0,0,0,0
6966,6966,UG1,2019-03-06 21:19:23,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_81.jpg,0,1,0,0,0,0
6967,6967,UG1,2019-03-07 18:54:12,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_83.jpg,0,1,0,0,0,0
6968,6968,UG1,2019-02-27 17:35:39,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_11_9.jpg,0,1,0,0,0,0
6969,6969,UG1,2019-03-06 20:46:55,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_1.jpg,0,1,0,0,0,0
6970,6970,UG1,2019-03-05 19:13:24,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_10.jpg,0,1,0,0,0,0
6971,6971,UG1,2019-02-04 21:06:32,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_11.jpg,0,1,0,0,0,0
6972,6972,UG1,2019-02-03 22:09:46,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_12.jpg,0,1,0,0,0,0
6973,6973,UG1,2019-01-31 23:15:25,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_13.jpg,1,0,0,0,0,0
6974,6974,UG1,2019-03-06 21:20:30,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_14.jpg,0,1,0,0,0,0
6975,6975,UG1,2019-02-03 22:11:02,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_15.jpg,0,1,0,0,0,0
6976,6976,UG1,2019-02-20 22:19:15,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_16.jpg,0,1,0,0,0,0
6977,6977,UG1,2019-01-31 23:35:17,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_17.jpg,0,1,0,0,0,0
6978,6978,UG1,2019-03-05 20:17:13,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_19.jpg,1,0,0,0,0,0
6979,6979,UG1,2019-02-20 22:30:44,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_2.jpg,0,1,0,0,0,0
6980,6980,UG1,2019-02-20 22:21:36,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_21.jpg,0,1,0,0,0,0
6981,6981,UG1,2019-02-20 20:39:18,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_22.jpg,0,1,0,0,0,0
6982,6982,UG1,2019-03-07 18:49:26,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_23.jpg,0,1,0,0,0,0
6983,6983,UG1,2019-02-19 20:58:56,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_26.jpg,0,1,0,0,0,0
6984,6984,UG1,2019-02-20 22:21:55,25-3_UTSW_temporal_6E10/25-3_UTSW_temporal_6E10_8_25_27.jpg,0,1,0,0,0,0
